symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
1700063O14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700064J06Rik,0.168,0.374,0.000,0.000,0.000,0.500,0.000,0.000
1700064M15Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065D16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065I16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065J11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065J18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065L07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700065O20Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700066B17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700066B19Rik,0.170,0.147,0.000,0.000,0.000,0.324,0.182,0.000
1700066J03Rik,0.200,0.374,0.000,0.000,0.000,0.597,0.000,0.000
1700066M21Rik,0.084,0.808,4.779,3.642,1.081,2.124,4.895,3.379
1700066N21Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700066O22Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700067G17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700067K01Rik,0.771,0.257,0.000,0.000,0.000,1.904,0.398,0.000
1700067P10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700069L16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700069P05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700071K01Rik,1.856,0.204,0.000,0.000,0.000,4.243,0.252,1.058
1700071M16Rik,0.516,0.116,0.000,0.000,0.240,0.445,0.303,1.168
1700072B07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700072I22Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700072O05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700073E17Rik,0.358,0.060,0.059,0.000,0.000,0.317,0.649,0.184
1700074H08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700074P13Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700080E11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700080N15Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700080O16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700081H04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700084C01Rik,-0.241,0.462,5.548,3.269,1.771,1.883,3.901,1.427
1700084D21Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700084E18Rik,0.720,0.374,0.000,0.000,0.000,0.000,2.155,0.000
1700084F23Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700084J12Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700084M14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700085C21Rik,-0.370,0.555,0.000,3.726,0.000,1.166,0.000,0.000
1700086L19Rik,-0.231,0.638,1.547,8.797,2.024,2.121,3.842,2.633
1700086O06Rik,0.141,0.572,2.237,0.420,1.483,1.572,1.808,1.745
1700088E04Rik,-0.280,0.648,3.225,18.586,3.072,7.543,6.668,2.383
1700091H14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700092C02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700092C10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700092E19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700092K14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700092M07Rik,1.179,0.405,0.000,0.000,0.270,4.124,0.000,0.000
1700093K21Rik,1.405,0.000,0.000,0.121,0.000,1.501,1.669,1.290
1700094D03Rik,-0.331,0.060,2.315,3.848,2.899,1.158,2.239,1.599
1700094J05Rik,0.036,0.633,0.000,0.000,0.153,0.000,0.177,0.093
1700094M24Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700095A21Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700095B10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700095J12Rik,0.172,0.374,0.000,0.000,0.000,0.000,0.514,0.000
1700096J18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700096K18Rik,-0.563,0.297,1.813,0.108,5.479,0.000,0.617,0.944
1700096P03Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700097N02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700099I09Rik,0.087,0.905,2.958,0.298,5.241,1.773,0.298,7.464
1700100I10Rik,0.039,0.374,0.000,0.000,0.000,0.000,0.000,0.116
1700100L14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700101E01Rik,0.247,0.594,0.953,0.000,0.000,1.537,0.386,0.000
1700101I11Rik,-0.003,0.994,1.436,0.000,0.000,0.000,0.934,0.489
1700101O22Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700102H20Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700102P08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700104L18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700105P06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700106J16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700108F19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700108J01Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700109G14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700109G15Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700109H08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700109I08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700109K24Rik,-0.425,0.241,1.663,2.460,0.000,0.000,0.553,0.498
1700110C19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700110I01Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700110I07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700110K17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700111N16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700112E06Rik,1.856,0.184,1.959,0.000,0.000,1.317,7.246,2.602
1700112H15Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700112J05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700112J16Rik,-0.225,0.397,1.037,0.000,0.127,0.093,0.139,0.000
1700113A16Rik,-0.136,0.764,13.343,33.767,6.621,13.149,13.590,18.130
1700113B09Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700113H08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700116B05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700119H24Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700120C14Rik,-0.414,0.545,0.000,0.000,4.702,0.000,1.146,0.393
1700120E14Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700120G07Rik,-0.097,0.677,0.891,0.000,0.088,0.274,0.103,0.216
1700120K04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700121L16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700121N20Rik,0.142,0.374,0.000,0.000,0.000,0.000,0.425,0.000
1700122C19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700122O11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700123I01Rik,0.017,0.374,0.000,0.000,0.000,0.000,0.050,0.000
1700123J17Rik,-0.132,0.374,0.000,0.470,0.000,0.000,0.000,0.000
1700123K08Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700123L14Rik,0.178,0.569,0.348,0.000,0.800,0.869,1.024,0.000
1700123M08Rik,0.183,0.716,0.000,0.000,2.483,0.864,1.544,1.109
1700123O12Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700123O20Rik,0.300,0.278,11.294,8.965,10.694,11.597,10.475,18.702
1700123O21Rik,-0.516,0.119,1.466,0.000,1.713,0.000,0.000,0.000
1700124L16Rik,-0.760,0.374,0.000,0.000,9.396,0.000,0.000,0.000
1700125G02Rik,0.198,0.374,0.000,0.000,0.000,0.591,0.000,0.000
1700125G22Rik,0.266,0.441,0.132,0.000,0.000,0.000,0.962,0.000
1700125H03Rik,-0.450,0.374,2.448,0.000,0.000,0.000,0.000,0.000
1700125H20Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700126H18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700128A07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1700128F08Rik,0.026,0.374,0.000,0.000,0.000,0.000,0.077,0.000
1700129C05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810006J02Rik,-0.042,0.374,0.000,0.000,0.128,0.000,0.000,0.000
1810007C17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810007D17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810008I18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810009A15Rik,-0.073,0.717,42.737,24.881,45.569,37.282,32.025,34.880
1810009J06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810010D01Rik,0.498,0.200,0.000,0.000,0.000,0.000,0.384,1.107
1810010H24Rik,-0.428,0.237,4.843,8.978,11.237,8.426,3.051,1.397
1810011H11Rik,0.327,0.652,0.753,0.000,1.777,3.667,0.000,0.695
1810011O10Rik,-0.052,0.939,2.233,0.000,11.155,5.038,2.916,4.696
1810012K16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810013A23Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810013L24Rik,0.083,0.671,12.706,15.431,9.406,16.968,10.592,12.728
1810014B01Rik,-0.142,0.690,2.024,0.000,2.446,0.723,1.775,0.934
1810018F18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810019D21Rik,-0.264,0.541,1.907,0.000,0.000,0.000,0.238,0.377
1810020O05Rik,-0.286,0.574,0.514,2.915,0.072,0.000,1.579,0.000
1810021B22Rik,0.529,0.287,0.000,0.000,0.127,0.000,0.314,1.474
1810022K09Rik,-0.230,0.678,67.106,201.699,30.062,62.267,65.120,95.545
1810024B03Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810026B05Rik,0.570,0.032,1.658,1.949,0.936,2.876,2.311,3.532
1810026J23Rik,0.276,0.255,13.844,6.968,14.710,15.869,14.415,15.644
1810030O07Rik,0.008,0.964,13.588,8.192,13.821,12.415,11.828,11.412
1810032O08Rik,-0.406,0.431,7.098,16.205,1.351,4.603,5.428,3.028
1810034E14Rik,-0.011,0.973,2.066,0.000,2.139,1.165,1.834,1.149
1810037I17Rik,-0.072,0.744,44.654,86.640,63.226,44.872,70.299,62.413
1810041H14Rik,-0.151,0.839,3.832,0.000,0.000,0.000,2.802,0.000
1810041L15Rik,0.267,0.336,1.920,1.015,2.090,2.784,3.019,1.310
1810043G02Rik,-0.073,0.730,10.887,14.194,7.277,6.923,11.836,10.538
1810043H04Rik,-0.608,0.074,57.189,141.876,91.289,51.929,35.462,22.587
1810044D09Rik,-0.618,0.374,4.846,0.000,0.000,0.000,0.000,0.000
1810046K07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810053B23Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810055G02Rik,-0.333,0.024,13.878,19.997,16.974,10.370,12.140,9.981
1810058I24Rik,-0.207,0.322,38.780,38.602,21.040,20.453,29.760,26.077
1810062G17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
1810062O18Rik,0.172,0.374,0.000,0.000,0.000,0.000,0.515,0.000
1810063I02Rik,0.845,0.374,0.000,0.000,0.000,0.000,2.530,0.000
1810064F22Rik,0.020,0.684,0.041,0.000,0.030,0.133,0.000,0.000
1810065E05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010001A14Rik,-0.180,0.692,6.790,0.000,7.667,3.827,4.272,3.287
2010001E11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010003K11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010005H15Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010009K17Rik,0.086,0.374,0.000,0.000,0.000,0.255,0.000,0.000
2010010A06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010012O05Rik,-0.203,0.488,11.682,14.598,4.433,7.643,6.540,9.236
2010016I18Rik,0.121,0.374,0.000,0.000,0.000,0.000,0.361,0.000
2010106C02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010106E10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010107E04Rik,-0.249,0.545,157.275,410.803,128.443,210.015,141.009,158.200
2010107G12Rik,0.013,0.658,0.000,0.000,0.033,0.000,0.071,0.000
2010107G23Rik,-0.168,0.639,4.267,13.072,4.966,4.388,7.039,6.255
2010109A12Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010109I03Rik,0.156,0.335,0.000,0.000,0.151,0.000,0.166,0.480
2010111I01Rik,-0.192,0.141,21.240,18.401,17.202,17.380,15.587,11.855
2010204K13Rik,0.924,0.270,3.734,0.000,0.000,1.350,3.696,4.913
2010300C02Rik,-0.094,0.658,7.684,16.294,15.580,10.359,13.006,11.707
2010308F09Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010310C07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2010315B03Rik,0.072,0.809,4.426,3.298,0.850,2.925,2.825,3.506
2010320M18Rik,-0.264,0.437,9.582,13.184,21.875,6.545,8.849,16.471
2200002D01Rik,-0.620,0.175,8.476,44.456,43.338,11.052,4.447,18.713
2200002J24Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210010C04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210011C24Rik,0.445,0.175,0.000,0.000,0.000,0.927,0.399,0.000
2210013O21Rik,0.290,0.152,25.877,19.296,16.491,26.001,23.054,30.477
2210015D19Rik,0.387,0.332,2.815,0.000,2.789,3.128,2.303,3.547
2210016F16Rik,0.342,0.230,8.372,3.953,4.031,8.244,6.785,7.741
2210016L21Rik,-0.008,0.945,56.294,43.464,41.469,45.039,48.050,45.577
2210018M11Rik,-0.238,0.187,15.624,17.861,20.805,17.821,10.284,12.100
2210019I11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210039B01Rik,0.006,0.993,2.283,1.472,11.398,7.360,2.014,5.901
2210404E10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210404O09Rik,-0.113,0.845,0.474,4.359,0.000,0.554,1.417,1.857
2210406O10Rik,-0.436,0.154,1.524,0.000,0.783,0.000,0.000,0.000
2210407C18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210408F21Rik,0.031,0.942,6.847,2.441,9.841,4.469,10.235,5.064
2210408I21Rik,-0.298,0.467,5.038,3.085,0.411,2.398,1.796,0.804
2210409D07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210409E12Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210414B05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210416O15Rik,-0.214,0.686,0.000,0.000,2.364,0.072,1.164,0.000
2210417A02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2210420H20Rik,0.058,0.374,0.000,0.000,0.000,0.000,0.000,0.174
2300002M23Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2300003K06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2300005B03Rik,-0.546,0.374,3.602,0.000,0.000,0.000,0.000,0.000
2300009A05Rik,0.201,0.335,13.766,15.996,16.124,20.106,12.743,22.262
2310001H17Rik,0.915,0.236,1.653,0.000,1.350,0.512,4.624,3.413
2310001K24Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310002D06Rik,0.320,0.209,0.000,0.000,0.000,0.000,0.233,0.727
2310002F09Rik,0.060,0.374,0.000,0.000,0.000,0.000,0.178,0.000
2310002L09Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310003N18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310005A03Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310005E17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310007B03Rik,-0.411,0.296,0.000,2.294,0.704,0.000,0.500,0.000
2310008N11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310009A05Rik,-0.205,0.766,3.264,27.567,3.517,8.391,11.082,6.388
2310009B15Rik,-0.272,0.570,6.795,10.208,28.791,12.695,8.486,11.247
2310010G23Rik,0.141,0.374,0.000,0.000,0.000,0.000,0.420,0.000
2310010J17Rik,0.268,0.374,0.000,0.000,0.000,0.000,0.801,0.000
2310011J03Rik,-0.153,0.231,19.461,21.201,24.226,21.234,17.560,15.149
2310015A10Rik,-0.191,0.509,3.395,5.259,1.304,2.144,3.073,2.119
2310015D24Rik,0.043,0.374,0.000,0.000,0.000,0.000,0.128,0.000
2310016D03Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310020H05Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310022A10Rik,-0.071,0.722,5.420,10.962,9.574,6.408,9.277,7.889
2310022B05Rik,0.006,0.962,37.234,45.232,48.095,36.422,46.917,46.563
2310030A07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310030G06Rik,0.744,0.314,0.251,2.610,0.000,0.717,2.291,4.037
2310033P09Rik,-0.413,0.104,17.316,36.702,29.143,13.824,13.626,19.424
2310034C09Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310034G01Rik,-0.134,0.647,1.036,0.000,0.000,0.000,0.120,0.378
2310034O05Rik,-0.210,0.415,0.000,0.000,0.883,0.000,0.078,0.000
2310035C23Rik,-0.043,0.561,5.854,5.088,5.049,4.949,5.549,4.501
2310036O22Rik,-0.123,0.476,97.373,85.754,134.379,95.846,85.708,94.656
2310039H08Rik,-0.204,0.495,7.140,17.393,19.362,9.006,9.768,15.140
2310039L15Rik,0.363,0.335,0.394,0.000,0.261,0.000,0.645,1.346
2310040G24Rik,2.050,0.058,0.000,0.000,0.000,1.142,1.393,3.611
2310043L19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310043O21Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310045N01Rik,-0.206,0.153,20.118,27.793,19.653,14.725,20.407,17.123
2310045n01rik-mef2b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310047M10Rik,-0.203,0.404,22.346,13.065,25.594,12.345,15.239,20.181
2310050C09Rik,0.027,0.374,0.000,0.000,0.000,0.000,0.081,0.000
2310057J18Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310057M21Rik,-0.250,0.571,4.109,8.815,1.080,4.444,3.121,1.937
2310057N15Rik,0.029,0.374,0.000,0.000,0.000,0.000,0.085,0.000
2310061I04Rik,-0.182,0.485,20.347,12.551,28.213,18.150,17.555,13.482
2310061N02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310065F04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310067B10Rik,0.300,0.135,13.097,7.954,13.151,16.051,14.604,14.383
2310068J16Rik,-0.392,0.554,0.000,0.000,4.354,1.015,0.000,0.481
2310069B03Rik,0.029,0.374,0.000,0.000,0.000,0.000,0.086,0.000
2310069G16Rik,-0.363,0.423,0.000,2.100,0.000,0.000,0.213,0.000
2310075C17Rik,-0.332,0.374,0.000,0.000,1.473,0.000,0.000,0.000
2310079G19Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2310081J21Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2400006E01Rik,0.037,0.374,0.000,0.000,0.000,0.109,0.000,0.000
2410002F23Rik,0.059,0.408,12.806,11.340,12.480,11.775,13.573,13.220
2410003L11Rik,0.361,0.374,0.000,0.000,0.000,0.000,0.000,1.084
2410004B18Rik,0.049,0.882,6.628,14.578,9.279,5.314,12.278,14.025
2410004I01Rik,0.507,0.164,0.000,0.000,0.000,0.000,1.029,0.490
2410004P03Rik,-0.041,0.943,1.908,0.086,5.372,2.277,4.027,0.662
2410006H16Rik,-0.106,0.716,71.182,52.518,53.916,37.874,36.973,82.299
2410012E07Rik,0.042,0.116,0.000,0.000,0.000,0.000,0.061,0.064
2410015M20Rik,-0.019,0.956,49.400,124.975,76.287,56.988,69.490,115.070
2410016O06Rik,0.663,0.019,4.140,2.609,2.569,6.645,5.109,5.554
2410017I17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2410018L13Rik,-0.141,0.709,1.154,0.112,2.285,0.928,0.116,1.588
2410021H03Rik,-0.622,0.058,3.252,7.503,6.954,0.167,3.405,1.188
2410089E03Rik,-0.074,0.610,4.454,3.584,5.751,4.312,4.456,3.667
2410124H12Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2410127L17Rik,0.414,0.401,12.187,6.069,2.259,10.141,12.987,6.723
2410131K14Rik,-0.180,0.509,3.879,3.070,5.862,5.093,2.853,1.935
2410137M14Rik,-0.564,0.374,0.000,3.971,0.000,0.000,0.000,0.000
2410141K09Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2500002B13Rik,-0.460,0.370,3.121,0.403,0.000,0.308,0.198,0.000
2500004C02Rik,0.442,0.274,0.051,0.237,1.424,1.813,1.277,0.694
2510002D24Rik,-0.346,0.507,10.210,6.063,30.105,13.040,6.873,9.368
2510003B16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2510009E07Rik,0.156,0.333,15.971,10.315,12.817,16.764,14.418,14.103
2510039O18Rik,-0.075,0.576,24.092,31.940,36.405,25.696,29.055,29.610
2610001J05Rik,0.156,0.275,12.062,14.646,11.839,11.639,16.190,16.631
2610002M06Rik,0.202,0.472,4.602,2.477,1.539,3.564,2.986,4.297
2610005L07Rik,-0.001,0.996,9.789,7.397,10.979,12.320,8.816,6.752
2610008E11Rik,0.481,0.339,8.238,1.017,2.758,6.794,6.587,5.781
2610015P09Rik,0.291,0.399,2.834,0.654,1.977,2.894,3.461,1.537
2610016A17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2610020C07Rik,0.254,0.404,0.490,0.000,1.340,1.001,1.357,0.715
2610020H08Rik,-0.127,0.720,0.964,2.964,0.282,1.393,0.880,0.931
2610027K06Rik,0.169,0.581,0.287,0.000,1.417,0.965,0.756,0.796
2610028E06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2610028H24Rik,-0.240,0.374,0.947,0.000,0.000,0.000,0.000,0.000
2610035D17Rik,-0.173,0.723,6.976,0.000,4.087,2.887,4.074,1.698
2610035F20Rik,-0.475,0.587,0.092,0.000,11.986,2.857,1.407,0.700
2610037D02Rik,0.097,0.181,0.000,0.000,0.000,0.054,0.020,0.214
2610042L04Rik,-0.258,0.258,0.879,0.716,0.000,0.000,0.000,0.393
2610044O15Rik8,0.202,0.584,1.879,5.706,1.489,2.841,4.084,4.346
2610100L16Rik,0.339,0.215,0.973,1.863,2.743,2.249,3.558,2.600
2610203C22Rik,0.186,0.272,0.000,0.000,0.060,0.000,0.134,0.494
2610206C17Rik,-0.019,0.374,0.057,0.000,0.000,0.000,0.000,0.000
2610301B20Rik,-0.275,0.292,7.902,15.536,7.227,6.660,8.197,6.140
2610305D13Rik,-0.007,0.985,2.287,3.439,0.136,2.447,0.916,2.305
2610306M01Rik,0.158,0.724,6.055,5.267,7.421,1.571,11.060,9.393
2610307P16Rik,-0.459,0.483,0.000,4.570,0.028,0.168,0.303,0.575
2610316D01Rik,-0.511,0.473,0.000,6.322,0.336,1.427,0.000,0.205
2610318N02Rik,-0.197,0.374,0.735,0.000,0.000,0.000,0.000,0.000
2610507B11Rik,0.005,0.920,55.945,55.178,58.422,59.495,52.578,56.601
2610507I01Rik,0.151,0.701,6.054,1.571,2.337,4.408,4.899,2.528
2610524H06Rik,-0.404,0.340,8.881,24.278,6.687,6.284,7.194,8.538
2610528A11Rik,0.711,0.374,0.000,0.000,0.000,0.000,0.000,2.134
2610528J11Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
2700029M09Rik,0.585,0.076,20.729,10.675,17.395,31.570,22.587,24.407
2700038G22Rik,0.052,0.463,0.000,0.000,0.109,0.081,0.000,0.192
2700046A07Rik,-0.056,0.682,1.397,1.313,1.190,1.109,0.687,1.675
2700046G09Rik,-0.346,0.040,1.571,2.427,1.360,0.712,0.632,1.074
2700049A03Rik,-0.084,0.765,2.285,2.252,0.610,2.371,1.013,0.998
2700054A10Rik,-0.160,0.268,1.674,1.122,1.897,1.115,0.834,1.485
2700060E02Rik,-0.279,0.423,58.704,103.391,31.222,36.842,45.514,53.227
2700062C07Rik,-0.345,0.026,10.570,12.211,10.825,7.872,8.209,4.619
2700069I18Rik,0.045,0.628,0.000,0.000,0.102,0.000,0.243,0.000
2700070H01Rik,-0.540,0.340,0.338,3.735,0.000,0.121,0.091,0.000
2700081O15Rik,0.221,0.278,5.166,4.024,7.456,6.453,7.560,6.826
2700089I24Rik,-0.222,0.332,0.054,0.824,0.000,0.000,0.000,0.000
2700094K13Rik,0.182,0.530,22.708,11.653,25.216,19.032,29.937,21.715
2700097O09Rik,-0.104,0.736,3.077,1.511,0.613,1.447,1.943,0.898
2700099C18Rik,0.255,0.125,0.000,0.000,0.000,0.435,0.326,0.000
2810001G20Rik,-0.119,0.859,3.974,25.891,2.932,6.414,12.286,8.973
2810002D19Rik,0.755,0.153,1.155,0.000,2.256,3.787,2.897,1.610
2810004N23Rik,0.585,0.142,11.346,3.779,6.038,13.353,9.493,12.228
2810006K23Rik,-0.215,0.255,8.719,6.837,5.846,3.930,7.261,4.783
2810013P06Rik,0.395,0.212,6.719,4.537,3.384,4.693,8.297,8.376
2810021J22Rik,-0.026,0.892,0.316,1.463,0.889,0.655,1.039,0.783
2810025M15Rik,-0.180,0.090,41.262,43.303,44.844,32.535,30.604,41.364
2810029C07Rik,-0.254,0.517,2.384,2.977,8.242,2.446,2.870,4.029
2810032G03Rik,0.051,0.859,2.058,2.697,0.647,0.971,2.522,2.232
2810047C21Rik1,0.804,0.134,0.000,0.000,0.000,0.194,0.582,1.633
2810049E08Rik,1.424,0.225,1.255,0.000,0.000,5.080,1.482,0.737
